epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8604477,0.13311747,0.20373562,0.037269875,20.0,-2.8562,0.04000000059604645,100.0,0.01899999976158142
1,0.85867643,0.13068809,0.2034992,0.036518373,40.0,-4.8184633,0.035000001266598704,200.0,0.02299999911338091
2,0.8591253,0.13133161,0.20358023,0.036358055,60.0,-6.797446,0.02500000037252903,300.0,0.023999999463558196
3,0.8584496,0.13167424,0.2034585,0.036578964,80.0,-8.822955,0.020000000298023225,400.0,0.018999999016523363
4,0.8586952,0.1316253,0.20355466,0.0365446,100.0,-10.518619,0.02500000037252903,500.0,0.01899999938905239
5,0.858926,0.13194694,0.20361432,0.03685194,120.0,-12.053076,0.03500000052154064,600.0,0.036000002
6,0.8590849,0.13202915,0.2036643,0.037444733,140.0,-13.856615,0.02500000074505806,700.0,0.031999998
7,0.8592218,0.13229883,0.20367853,0.03792301,160.0,-14.959308,0.04000000096857548,800.0,0.037
8,0.85941803,0.13266279,0.20375685,0.03854062,180.0,-16.106102,0.055000001564621925,900.0,0.042000001296401024
9,0.85967016,0.13324155,0.20381002,0.03930226,200.0,-17.908926,0.035000001266598704,1000.0,0.052999996
10,0.8600993,0.13337357,0.2039297,0.040163234,220.0,-18.595602,0.040000001341104506,1100.0,0.054999996
11,0.85992825,0.13363111,0.20392978,0.041919414,240.0,-16.76624,0.09499999769032001,1200.0,0.066999994
12,0.85998,0.13408999,0.20394802,0.043067846,260.0,-17.107973,0.135,1300.0,0.102
13,0.8595306,0.134379,0.20388035,0.0439501,280.0,-17.319231,0.23000002,1400.0,0.14199999
14,0.8592024,0.13440017,0.20382461,0.044570602,300.0,-19.285206,0.2,1500.0,0.18499999
15,0.85903376,0.13428845,0.20381749,0.04503761,320.0,-18.055014,0.275,1600.0,0.21300001
16,0.85887975,0.13423182,0.20380512,0.04541123,340.0,-18.609287,0.3,1700.0,0.223
17,0.85886,0.13431437,0.20384793,0.045774918,360.0,-18.083422,0.34,1800.0,0.25599998
18,0.8587595,0.13456374,0.20384994,0.04613198,380.0,-18.073254,0.355,1900.0,0.308
19,0.85877335,0.13499056,0.20387313,0.04646768,400.0,-17.990326,0.375,2000.0,0.28700003
20,0.85887325,0.13498724,0.20391794,0.046853572,420.0,-17.281546,0.41,2100.0,0.321
21,0.85882413,0.13492633,0.2039055,0.047196236,440.0,-17.704418,0.42,2200.0,0.34
22,0.85890883,0.13487186,0.20391497,0.04740971,460.0,-17.154205,0.43500003,2300.0,0.355
23,0.8589365,0.13473539,0.20393296,0.047674328,480.0,-17.918102,0.42,2400.0,0.351
24,0.85896903,0.13491337,0.20392016,0.04797603,500.0,-19.004236,0.385,2500.0,0.355
25,0.85910064,0.13508058,0.20393816,0.048404947,520.0,-17.989807,0.45,2600.0,0.344
26,0.8592307,0.13530086,0.20397374,0.04877227,540.0,-16.92015,0.435,2700.0,0.34499997
27,0.8592455,0.13561662,0.2039645,0.049296416,560.0,-15.374903,0.42000002,2800.0,0.344
28,0.85914963,0.13590622,0.20394728,0.04982208,580.0,-12.88796,0.50000006,2900.0,0.385
29,0.8592435,0.13603804,0.20396845,0.05059104,600.0,-11.926794,0.53000003,3000.0,0.384
30,0.8593539,0.13623074,0.20399544,0.051137734,620.0,-11.187739,0.515,3100.0,0.40699998
31,0.85947067,0.13629861,0.20402698,0.051558904,640.0,-9.130931,0.645,3200.0,0.399
32,0.85959816,0.13646106,0.20408697,0.051860332,660.0,-10.263781,0.555,3300.0,0.38700002
33,0.85983706,0.13641928,0.20413323,0.05197843,680.0,-11.532472,0.57000005,3400.0,0.41
34,0.860016,0.13644318,0.20418099,0.052050024,700.0,-10.0905285,0.575,3500.0,0.407
35,0.86014825,0.13647659,0.20423336,0.052068584,720.0,-9.776281,0.60999995,3600.0,0.41099995
36,0.86031187,0.13654616,0.20428142,0.052168302,740.0,-11.552889,0.5500001,3700.0,0.425
37,0.86053675,0.13668847,0.20433375,0.052198242,760.0,-10.532303,0.625,3800.0,0.412
38,0.86069614,0.136882,0.20436898,0.052262444,780.0,-10.473895,0.625,3900.0,0.41599998
39,0.86090773,0.13686235,0.2044284,0.052292325,800.0,-10.267497,0.655,4000.0,0.44099998
40,0.86106795,0.1370496,0.20446265,0.052383065,820.0,-9.43624,0.695,4100.0,0.425
41,0.8611895,0.13709946,0.20451307,0.052399345,840.0,-8.093523,0.715,4200.0,0.452
42,0.8613809,0.13730733,0.20456119,0.052421637,860.0,-8.2193365,0.7,4300.0,0.433
43,0.8616177,0.13733342,0.2046183,0.05243637,880.0,-9.145653,0.66999996,4400.0,0.448
44,0.8618776,0.1373889,0.20468214,0.052415438,900.0,-8.588452,0.59499997,4500.0,0.421
45,0.862096,0.13737786,0.20474616,0.052401952,920.0,-8.466576,0.665,4600.0,0.45200005
46,0.8623274,0.13745347,0.20480797,0.052386783,940.0,-8.134598,0.74,4700.0,0.43199998
47,0.8625723,0.13750438,0.2048594,0.052358408,960.0,-8.902865,0.69,4800.0,0.43400002
48,0.8628551,0.13757819,0.20491667,0.052363716,980.0,-7.708519,0.675,4900.0,0.456
49,0.86306304,0.1376374,0.20495594,0.052346237,1000.0,-8.320523,0.73,5000.0,0.446
