epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.88161975,0.12767142,0.20370686,0.058415584,20.0,-3.1697383,0.0,100.0,0.0
1,0.8818882,0.13136485,0.20392032,0.06487019,40.0,-5.365889,0.0,200.0,0.0
2,0.8818962,0.13111015,0.20396313,0.065340765,60.0,-7.552926,0.0,300.0,0.0
3,0.88242215,0.1315798,0.20420286,0.06691365,80.0,-9.688036,0.0,400.0,0.0
4,0.8823536,0.13205071,0.20409635,0.07033289,100.0,-11.890658,0.0,500.0,0.0
5,0.88199854,0.13280536,0.20392613,0.07123736,120.0,-13.960872,0.0,600.0,0.0
6,0.88198996,0.13338794,0.20404336,0.07212169,140.0,-16.05279,0.0,700.0,0.0
7,0.88210136,0.1333623,0.20409033,0.07218568,160.0,-18.077366,0.0,800.0,0.0
8,0.88190156,0.13336863,0.2040207,0.07267168,180.0,-20.062346,0.0,900.0,0.0
9,0.88193667,0.13354696,0.20402105,0.0730242,200.0,-22.038252,0.0,1000.0,0.0
10,0.8820816,0.13403873,0.2040838,0.073564425,220.0,-23.885193,0.0,1100.0,0.0
11,0.88197297,0.13484178,0.20401463,0.07433963,240.0,-25.730988,0.0,1200.0,0.0
12,0.8817989,0.13499752,0.20400505,0.074997194,260.0,-27.56392,0.0,1300.0,0.0
13,0.881734,0.13513456,0.20396252,0.07526859,280.0,-29.313929,0.0,1400.0,0.0
